TierID_TVD;Rasse;ebv_LBEB_FUGLIEDERSTAERKE;rel_LBEB_FUGLIEDERSTAERKE;nDau_LBEB_FUGLIEDERSTAERKE;nHerd_LBEB_FUGLIEDERSTAERKE;ebv_LBEB_FUSTELLUNGVORNE;rel_LBEB_FUSTELLUNGVORNE;nDau_LBEB_FUSTELLUNGVORNE;nHerd_LBEB_FUSTELLUNGVORNE;ebv_LBEB_FUSPRUNGGELENKWINKELUNG;rel_LBEB_FUSPRUNGGELENKWINKELUNG;nDau_LBEB_FUSPRUNGGELENKWINKELUNG;nHerd_LBEB_FUSPRUNGGELENKWINKELUNG;ebv_LBEB_FUFESSELN;rel_LBEB_FUFESSELN;nDau_LBEB_FUFESSELN;nHerd_LBEB_FUFESSELN;ebv_LBEB_FUKLAUEN;rel_LBEB_FUKLAUEN;nDau_LBEB_FUKLAUEN;nHerd_LBEB_FUKLAUEN;ebv_LBEB_FOEUTERLAENGE;rel_LBEB_FOEUTERLAENGE;nDau_LBEB_FOEUTERLAENGE;nHerd_LBEB_FOEUTERLAENGE;ebv_LBEB_FOEUTERTIEFE;rel_LBEB_FOEUTERTIEFE;nDau_LBEB_FOEUTERTIEFE;nHerd_LBEB_FOEUTERTIEFE;ebv_LBEB_FOZITZENLAENGE;rel_LBEB_FOZITZENLAENGE;nDau_LBEB_FOZITZENLAENGE;nHerd_LBEB_FOZITZENLAENGE;ebv_LBEB_FOZITZENDICKE;rel_LBEB_FOZITZENDICKE;nDau_LBEB_FOZITZENDICKE;nHerd_LBEB_FOZITZENDICKE;ebv_LBEB_BEKONDITION;rel_LBEB_BEKONDITION;nDau_LBEB_BEKONDITION;nHerd_LBEB_BEKONDITION;ebv_LBEB_BESCHULTER;rel_LBEB_BESCHULTER;nDau_LBEB_BESCHULTER;nHerd_LBEB_BESCHULTER;ebv_LBEB_BELENDEN;rel_LBEB_BELENDEN;nDau_LBEB_BELENDEN;nHerd_LBEB_BELENDEN;ebv_LBEB_BESTOTZENRUNDUNG;rel_LBEB_BESTOTZENRUNDUNG;nDau_LBEB_BESTOTZENRUNDUNG;nHerd_LBEB_BESTOTZENRUNDUNG;ebv_LBEB_BESTOTZENLAENGE;rel_LBEB_BESTOTZENLAENGE;nDau_LBEB_BESTOTZENLAENGE;nHerd_LBEB_BESTOTZENLAENGE
CA000012007225;AN;115.507;0.832;57;20;104.89;0.795;57;20;109.7;0.82;57;20;116.938;0.823;57;20;108.12;0.603;57;20;120.675;0.78;57;20;66.359;0.793;57;20;112.967;0.871;57;20;126.953;0.828;57;20;126.185;0.788;57;20;106.803;0.828;57;20;96.51;0.821;57;20;71.558;0.835;57;20;116.22;0.756;57;20
CA000013992308;AN;108.574;0.061;1;1;107.788;0.049;1;1;104.263;0.062;1;1;112.766;0.062;1;1;102.456;0.036;1;1;121.785;0.047;1;1;96.902;0.05;1;1;95.491;0.082;1;1;92.897;0.066;1;1;110.92;0.053;1;1;93.205;0.063;1;1;86.721;0.06;1;1;57.276;0.063;1;1;102.572;0.051;1;1
CA000014022523;AN;120.442;0.206;2;1;102.309;0.177;2;1;106.333;0.212;2;1;116.552;0.211;2;1;105.914;0.139;2;1;135.561;0.172;2;1;91.717;0.181;2;1;92.345;0.252;2;1;90.976;0.216;2;1;119.79;0.192;2;1;103.418;0.225;2;1;98.281;0.213;2;1;65.259;0.221;2;1;110.531;0.188;2;1
CA000014195869;AN;112.937;0.155;2;2;105.242;0.127;2;2;103.579;0.157;2;2;108.388;0.157;2;2;108.496;0.093;2;2;129.403;0.121;2;2;97.235;0.13;2;2;98.551;0.203;2;2;90.23;0.165;2;2;125.451;0.135;2;2;104.266;0.16;2;2;101.192;0.152;2;2;64.525;0.16;2;2;108.179;0.13;2;2
CA000014693228;AN;118.582;0.693;25;11;96.912;0.637;25;11;106.41;0.68;25;11;116.74;0.683;25;11;101.83;0.449;25;11;133.554;0.617;25;11;104.17;0.636;25;11;91.239;0.757;25;11;87.765;0.693;25;11;118.274;0.636;25;11;106.918;0.692;25;11;101.758;0.68;25;11;69.725;0.698;25;11;114.691;0.605;25;11
CA000040713754;LM;116.643;0.631;11;6;92.721;0.572;11;6;92.856;0.62;11;6;124.474;0.623;11;6;80.147;0.401;11;6;88.283;0.552;11;6;101.495;0.572;11;6;119.243;0.702;11;6;115.895;0.633;11;6;116.04;0.574;11;6;105.71;0.633;11;6;86.911;0.619;11;6;84.83;0.637;11;6;100.588;0.545;11;6
CA020008093087;AN;97.659;0.23;4;1;105.842;0.193;4;1;118.396;0.233;4;1;121.61;0.233;4;1;90.194;0.141;4;1;127.23;0.185;4;1;98.166;0.196;4;1;91.293;0.288;4;1;84.831;0.24;4;1;121.348;0.204;4;1;102.404;0.239;4;1;98.457;0.228;4;1;65.031;0.238;4;1;108.523;0.197;4;1
CH120000002018;CH;115.842;0.211;1;1;90.527;0.184;1;1;118.867;0.218;1;1;114.793;0.217;1;1;96.108;0.146;1;1;96.076;0.18;1;1;96.497;0.188;1;1;120.356;0.252;1;1;104.8;0.221;1;1;100.854;0.201;1;1;104.883;0.235;1;1;103.033;0.222;1;1;97.204;0.229;1;1;101.788;0.198;1;1
CH120000002483;AN;113.432;0.258;1;1;99.432;0.228;1;1;97.057;0.266;1;1;102.376;0.265;1;1;117.752;0.186;1;1;122;0.223;1;1;86.774;0.232;1;1;102.024;0.303;1;1;105.08;0.268;1;1;117.533;0.248;1;1;93.365;0.288;1;1;90.239;0.273;1;1;56.583;0.28;1;1;99.306;0.245;1;1
CH120000002599;AN;111.475;0.321;1;1;102.402;0.29;1;1;98.548;0.33;1;1;100.139;0.329;1;1;112.002;0.242;1;1;134.571;0.285;1;1;87.06;0.295;1;1;96.848;0.366;1;1;94.17;0.332;1;1;122.255;0.313;1;1;99.999;0.361;1;1;99.911;0.342;1;1;64.826;0.35;1;1;106.312;0.312;1;1
CH120000026823;LM;94.22;0.636;15;4;105.304;0.589;15;4;105.074;0.63;15;4;93.885;0.631;15;4;99.942;0.472;15;4;107.283;0.576;15;4;102.127;0.591;15;4;93.591;0.692;15;4;98.057;0.636;15;4;106.067;0.599;15;4;105.268;0.656;15;4;104.827;0.638;15;4;103.779;0.653;15;4;109.534;0.582;15;4
CH120000084137;LM;100.127;0.477;4;2;103.618;0.435;4;2;106.85;0.48;4;2;111.403;0.479;4;2;97.12;0.378;4;2;95.75;0.428;4;2;88.855;0.44;4;2;110.779;0.528;4;2;113.488;0.482;4;2;102.376;0.458;4;2;102.706;0.516;4;2;104.435;0.494;4;2;100.108;0.505;4;2;102.94;0.454;4;2
CH120000111390;AN;101.239;0.304;1;1;97.864;0.272;1;1;110.878;0.313;1;1;101.205;0.311;1;1;101.541;0.228;1;1;137.715;0.267;1;1;77.84;0.277;1;1;106.236;0.35;1;1;103.403;0.314;1;1;117.754;0.295;1;1;98.364;0.341;1;1;97.465;0.323;1;1;62.938;0.331;1;1;102.141;0.293;1;1
CH120000111413;AN;114.122;0.484;1;1;105.796;0.432;1;1;91.35;0.482;1;1;76.565;0.483;1;1;133.694;0.319;1;1;128.293;0.419;1;1;88.807;0.435;1;1;89.67;0.551;1;1;95.543;0.49;1;1;114.996;0.445;1;1;98.891;0.502;1;1;101.665;0.484;1;1;62.464;0.499;1;1;102.848;0.429;1;1
CH120000111482;AN;108.128;0.379;3;3;104.404;0.335;3;3;106.159;0.382;3;3;93.723;0.382;3;3;112.281;0.266;3;3;126.394;0.326;3;3;89.29;0.34;3;3;96.874;0.439;3;3;100.926;0.387;3;3;115.645;0.354;3;3;97.786;0.406;3;3;97.891;0.387;3;3;64.395;0.399;3;3;102.558;0.346;3;3
CH120000595510;LM;98.218;0.256;1;1;109.635;0.225;1;1;111.615;0.263;1;1;103.515;0.263;1;1;94.105;0.174;1;1;102.293;0.219;1;1;99.761;0.229;1;1;94.475;0.305;1;1;95.403;0.267;1;1;106.333;0.242;1;1;108.108;0.282;1;1;109.243;0.267;1;1;110.381;0.275;1;1;104.531;0.237;1;1
CH120000758717;LM;117.863;0.514;12;1;112.719;0.463;12;1;86.77;0.511;12;1;94.851;0.512;12;1;114.246;0.344;12;1;98.968;0.449;12;1;102.77;0.465;12;1;103.821;0.581;12;1;100.419;0.52;12;1;86.607;0.475;12;1;75.259;0.533;12;1;79.182;0.515;12;1;80.39;0.53;12;1;78.803;0.458;12;1
CH120000893241;SI;113.447;0.179;2;2;102.278;0.152;2;2;91.748;0.184;2;2;84.733;0.183;2;2;119.688;0.117;2;2;143.916;0.147;2;2;96.739;0.155;2;2;86.177;0.223;2;2;92.942;0.188;2;2;72.205;0.164;2;2;65.076;0.193;2;2;69.439;0.183;2;2;33.948;0.19;2;2;66.122;0.16;2;2
CH120001233190;AN;99.252;0.324;1;1;98.009;0.295;1;1;102.95;0.334;1;1;99.148;0.332;1;1;97.775;0.266;1;1;124.762;0.293;1;1;90.215;0.301;1;1;98.26;0.361;1;1;94.599;0.333;1;1;118.376;0.323;1;1;101.301;0.372;1;1;99.25;0.351;1;1;68.294;0.358;1;1;103.999;0.325;1;1
CH120001685340;LM;102.473;0.217;1;1;95.36;0.189;1;1;102.031;0.224;1;1;99.247;0.224;1;1;104.874;0.148;1;1;100.434;0.184;1;1;96.756;0.193;1;1;97.598;0.261;1;1;96.891;0.228;1;1;97.319;0.205;1;1;95.658;0.24;1;1;95.107;0.227;1;1;92.712;0.235;1;1;100.995;0.202;1;1
CH120001685364;LM;94.506;0.302;4;1;95.148;0.261;4;1;100.957;0.306;4;1;97.076;0.306;4;1;91.09;0.195;4;1;93.252;0.252;4;1;97.109;0.265;4;1;100.202;0.363;4;1;98.42;0.313;4;1;93.325;0.276;4;1;94.11;0.32;4;1;91.848;0.306;4;1;98.076;0.317;4;1;97.279;0.268;4;1
CH120001900092;SI;110.503;0.132;2;1;104.451;0.11;2;1;86.635;0.136;2;1;82.32;0.135;2;1;120.064;0.084;2;1;133.035;0.106;2;1;93.148;0.112;2;1;92.998;0.17;2;1;103.712;0.14;2;1;74.047;0.118;2;1;64.634;0.14;2;1;69.203;0.133;2;1;35.604;0.139;2;1;66.335;0.115;2;1
CH120001909842;SI;109.502;0.172;1;1;99.882;0.148;1;1;94.188;0.179;1;1;88.982;0.178;1;1;114.371;0.115;1;1;135.364;0.144;1;1;97.704;0.152;1;1;88.452;0.212;1;1;97.995;0.182;1;1;71.829;0.161;1;1;67.859;0.19;1;1;72.696;0.18;1;1;39.324;0.186;1;1;72.832;0.158;1;1
CH120001929550;AN;99.014;0.25;1;1;90.238;0.221;1;1;100.946;0.258;1;1;100.705;0.257;1;1;106.155;0.186;1;1;126.794;0.217;1;1;80.515;0.225;1;1;103.185;0.292;1;1;106.201;0.259;1;1;121.961;0.241;1;1;102.779;0.281;1;1;94.901;0.265;1;1;70.216;0.273;1;1;108.929;0.24;1;1
CH120002042661;SI;113.471;0.231;1;1;113.453;0.195;1;1;82.607;0.235;1;1;93.452;0.235;1;1;124.476;0.143;1;1;104.232;0.187;1;1;86.335;0.198;1;1;118.462;0.289;1;1;114.279;0.242;1;1;84.663;0.207;1;1;79.561;0.242;1;1;84.013;0.231;1;1;54.785;0.24;1;1;86.795;0.199;1;1
CH120002147892;SI;113.641;0.188;1;1;103.028;0.162;1;1;85.013;0.194;1;1;81.831;0.194;1;1;120.921;0.125;1;1;133.92;0.157;1;1;101.831;0.166;1;1;84.366;0.23;1;1;93.812;0.198;1;1;72.416;0.176;1;1;67.399;0.207;1;1;70.554;0.195;1;1;40.665;0.202;1;1;71.207;0.172;1;1
CH120002258666;AN;106.641;0.474;2;1;94.47;0.427;2;1;105;0.474;2;1;106.941;0.475;2;1;107.032;0.33;2;1;130.171;0.416;2;1;93.403;0.43;2;1;90.916;0.536;2;1;83.5;0.481;2;1;127.381;0.443;2;1;108.332;0.5;2;1;102.56;0.481;2;1;71.774;0.494;2;1;115.388;0.431;2;1
CH120002271207;SI;113.243;0.197;1;1;97.766;0.172;1;1;91.134;0.204;1;1;85.717;0.203;1;1;120.334;0.139;1;1;139.141;0.168;1;1;101.039;0.176;1;1;87.842;0.235;1;1;95.39;0.207;1;1;79.394;0.189;1;1;71.616;0.221;1;1;76.238;0.209;1;1;40.05;0.215;1;1;71.903;0.187;1;1
CH120002541072;LM;97.1;0.226;2;1;101.657;0.195;2;1;99.977;0.232;2;1;104.833;0.231;2;1;92.429;0.152;2;1;102.987;0.189;2;1;99.54;0.199;2;1;95.428;0.274;2;1;95.943;0.236;2;1;106.007;0.21;2;1;102.407;0.246;2;1;104.097;0.233;2;1;105.181;0.241;2;1;101;0.206;2;1
CH120002592678;SI;121.219;0.147;1;1;96.55;0.124;1;1;86.531;0.152;1;1;85.398;0.151;1;1;121.21;0.095;1;1;131.185;0.12;1;1;102.997;0.127;1;1;80.319;0.184;1;1;89.74;0.156;1;1;72.61;0.135;1;1;67.026;0.159;1;1;72.195;0.151;1;1;38.012;0.156;1;1;70.457;0.131;1;1
CH120002683499;LM;100.982;0.274;1;1;111.048;0.249;1;1;97.05;0.285;1;1;98.377;0.283;1;1;102.312;0.24;1;1;87.957;0.248;1;1;105.901;0.254;1;1;100.55;0.305;1;1;92.476;0.281;1;1;95.058;0.277;1;1;99.457;0.322;1;1;96.623;0.302;1;1;101.062;0.308;1;1;101.145;0.282;1;1
CH120002841073;AN;108.186;0.342;4;1;101.072;0.299;4;1;104.267;0.345;4;1;103.544;0.345;4;1;110.297;0.237;4;1;131.001;0.29;4;1;95.307;0.303;4;1;100.139;0.402;4;1;98.638;0.351;4;1;122.36;0.317;4;1;96.554;0.365;4;1;91.477;0.348;4;1;59.476;0.36;4;1;97.095;0.31;4;1
CH120002841165;AN;117.275;0.194;1;1;98.087;0.167;1;1;109.928;0.2;1;1;100.055;0.2;1;1;116.654;0.134;1;1;122.458;0.163;1;1;89.385;0.171;1;1;102.104;0.236;1;1;104.437;0.204;1;1;119.846;0.182;1;1;103.509;0.214;1;1;99.709;0.202;1;1;70.367;0.209;1;1;109.007;0.179;1;1
CH120002979660;AN;110.872;0.6;16;2;92.24;0.545;16;2;109.488;0.592;16;2;100.742;0.594;16;2;108.63;0.392;16;2;143.188;0.529;16;2;79.067;0.546;16;2;103.159;0.666;16;2;110.553;0.602;16;2;121.207;0.551;16;2;94.577;0.61;16;2;88.89;0.594;16;2;62.701;0.61;16;2;95.62;0.527;16;2
CH120003413040;AN;106.189;0.16;1;1;97.171;0.137;1;1;109.318;0.166;1;1;106.394;0.165;1;1;102.263;0.11;1;1;116.917;0.133;1;1;85.564;0.14;1;1;103.039;0.197;1;1;108.159;0.169;1;1;121.645;0.15;1;1;101.968;0.176;1;1;100.606;0.167;1;1;71.089;0.172;1;1;106.97;0.147;1;1
CH120003449919;SI;113.67;0.112;1;1;101.243;0.093;1;1;83.681;0.116;1;1;83.635;0.115;1;1;119.486;0.07;1;1;135.035;0.09;1;1;102.865;0.095;1;1;84.446;0.144;1;1;90.032;0.12;1;1;75.427;0.101;1;1;67.671;0.12;1;1;70.54;0.113;1;1;39.937;0.118;1;1;70.152;0.098;1;1
CH120003534189;SI;116.109;0.28;1;1;88.758;0.249;1;1;94.906;0.288;1;1;87.26;0.287;1;1;112.445;0.204;1;1;131.913;0.244;1;1;101.236;0.254;1;1;76.312;0.327;1;1;84.114;0.29;1;1;89.783;0.27;1;1;87.852;0.313;1;1;88.45;0.296;1;1;57.701;0.304;1;1;88.919;0.267;1;1
CH120003663384;AN;93.437;0.506;10;2;101.512;0.452;10;2;103.603;0.502;10;2;111.796;0.504;10;2;88.065;0.331;10;2;131.342;0.438;10;2;80.036;0.455;10;2;93.203;0.576;10;2;89.567;0.512;10;2;117.497;0.463;10;2;95.212;0.521;10;2;96.466;0.504;10;2;68.008;0.519;10;2;104.236;0.446;10;2
CH120003663391;AN;102.352;0.503;11;2;104.083;0.447;11;2;100.506;0.498;11;2;107.9;0.5;11;2;96.6;0.326;11;2;130.552;0.432;11;2;91.68;0.45;11;2;76.848;0.575;11;2;78.039;0.508;11;2;120.399;0.457;11;2;103.754;0.515;11;2;102.215;0.498;11;2;73.451;0.514;11;2;110.898;0.439;11;2
CH120003689346;AN;107.545;0.198;2;2;98.899;0.168;2;2;100.293;0.203;2;2;94.88;0.202;2;2;107.137;0.13;2;2;126.551;0.163;2;2;90.837;0.172;2;2;103.253;0.245;2;2;95.51;0.208;2;2;105.253;0.181;2;2;90.232;0.213;2;2;85.515;0.202;2;2;60.467;0.21;2;2;99.611;0.177;2;2
CH120003689445;AN;99.058;0.283;2;1;98.164;0.244;2;1;100.957;0.287;2;1;97.19;0.287;2;1;104.729;0.184;2;1;132.903;0.235;2;1;85.972;0.247;2;1;97.381;0.342;2;1;97.08;0.293;2;1;108.116;0.258;2;1;92.227;0.3;2;1;89.831;0.286;2;1;61.071;0.297;2;1;100.559;0.251;2;1
CH120003746964;SI;122.74;0.26;2;2;92.762;0.226;2;2;87.539;0.266;2;2;81.06;0.265;2;2;123.31;0.174;2;2;130.712;0.219;2;2;105.591;0.23;2;2;75.211;0.311;2;2;88.952;0.271;2;2;80.033;0.242;2;2;78.147;0.282;2;2;79.592;0.268;2;2;49.235;0.277;2;2;80.868;0.237;2;2
CH120003782603;SI;117.722;0.11;1;1;100.301;0.093;1;1;89.995;0.115;1;1;86.569;0.114;1;1;120.729;0.072;1;1;126.953;0.09;1;1;100.271;0.095;1;1;91.099;0.14;1;1;96.099;0.118;1;1;82.93;0.102;1;1;74.06;0.121;1;1;77.583;0.114;1;1;46.374;0.118;1;1;75.648;0.099;1;1
CH120003908263;SI;118.572;0.249;2;1;95.644;0.213;2;1;85.504;0.253;2;1;86.83;0.253;2;1;121.557;0.159;2;1;129.433;0.205;2;1;97.871;0.216;2;1;88.509;0.306;2;1;92.691;0.26;2;1;79.585;0.226;2;1;68.925;0.264;2;1;71.579;0.251;2;1;37.295;0.261;2;1;67.927;0.219;2;1
CH120003908300;SI;115.254;0.158;1;1;107.048;0.134;1;1;91.771;0.163;1;1;90.403;0.162;1;1;117.675;0.102;1;1;127.181;0.129;1;1;100.689;0.137;1;1;85.552;0.197;1;1;95.728;0.167;1;1;76.841;0.145;1;1;66.357;0.171;1;1;72.288;0.162;1;1;35.125;0.168;1;1;67.651;0.141;1;1
CH120003908416;SI;106.85;0.232;3;2;99.302;0.197;3;2;84.237;0.236;3;2;84.821;0.236;3;2;116.616;0.148;3;2;130.543;0.19;3;2;108.906;0.201;3;2;72.371;0.287;3;2;81.554;0.243;3;2;68.139;0.21;3;2;58.609;0.246;3;2;61.606;0.234;3;2;30.595;0.243;3;2;61.124;0.204;3;2
CH120004163999;SI;120.321;0.09;1;1;111.772;0.075;1;1;84.928;0.093;1;1;84.619;0.093;1;1;124.206;0.058;1;1;135.662;0.072;1;1;96.575;0.076;1;1;85.392;0.116;1;1;96.602;0.096;1;1;72.887;0.081;1;1;67.259;0.097;1;1;71.236;0.091;1;1;38.532;0.095;1;1;71.042;0.08;1;1
CH120004192715;AN;109.546;0.582;9;4;95.826;0.538;9;4;99.077;0.58;9;4;92.383;0.58;9;4;111.193;0.438;9;4;129.138;0.527;9;4;87.423;0.541;9;4;105.843;0.637;9;4;112.441;0.585;9;4;114.726;0.553;9;4;99.009;0.611;9;4;95.147;0.591;9;4;60.644;0.604;9;4;105.209;0.541;9;4
CH120004192760;AN;96.653;0.626;19;6;96.622;0.575;19;6;104.703;0.618;19;6;105.77;0.62;19;6;103.795;0.437;19;6;131.237;0.56;19;6;78.333;0.576;19;6;102.312;0.688;19;6;99.99;0.627;19;6;128.884;0.582;19;6;108.826;0.64;19;6;103.313;0.623;19;6;74.769;0.639;19;6;109.931;0.561;19;6
CH120004316746;AN;107.535;0.215;1;1;90.341;0.187;1;1;102.714;0.222;1;1;98.417;0.221;1;1;108.708;0.153;1;1;118.334;0.183;1;1;91.969;0.191;1;1;97.647;0.257;1;1;99.026;0.224;1;1;115.503;0.204;1;1;95.476;0.239;1;1;89.984;0.226;1;1;65.687;0.233;1;1;99.476;0.202;1;1
CH120004316968;AN;104.042;0.266;1;1;96.627;0.235;1;1;95.876;0.274;1;1;98.402;0.273;1;1;106.8;0.19;1;1;127.46;0.23;1;1;87.801;0.24;1;1;99.443;0.312;1;1;97.179;0.277;1;1;130.851;0.255;1;1;105.486;0.296;1;1;99.938;0.281;1;1;69.349;0.289;1;1;105.035;0.252;1;1
CH120004482854;SI;110.761;0.065;1;1;98.78;0.053;1;1;85.527;0.067;1;1;84.02;0.067;1;1;118.061;0.04;1;1;130.223;0.051;1;1;99.281;0.055;1;1;93.651;0.087;1;1;100.616;0.07;1;1;76.966;0.058;1;1;69.324;0.069;1;1;72.332;0.065;1;1;41.139;0.068;1;1;70.917;0.056;1;1
CH120004504426;AN;107.477;0.58;16;1;93.073;0.527;16;1;95.578;0.573;16;1;96.878;0.575;16;1;106.81;0.398;16;1;128.696;0.512;16;1;93.703;0.529;16;1;100.57;0.645;16;1;100.538;0.582;16;1;120.979;0.536;16;1;104.341;0.595;16;1;98.012;0.578;16;1;69.002;0.593;16;1;110.124;0.517;16;1
CH120004527319;AN;102.745;0.409;6;1;105.682;0.362;6;1;104.166;0.41;6;1;94.575;0.41;6;1;111.992;0.282;6;1;130.251;0.351;6;1;77.778;0.365;6;1;110.742;0.473;6;1;101.14;0.416;6;1;117.915;0.378;6;1;99.651;0.432;6;1;97.117;0.414;6;1;67.453;0.427;6;1;109.66;0.368;6;1
CH120004813955;AN;111.251;0.432;4;1;109.914;0.393;4;1;96.405;0.437;4;1;95.314;0.436;4;1;111.145;0.34;4;1;127.414;0.387;4;1;79.862;0.398;4;1;108.469;0.482;4;1;108.431;0.439;4;1;112.772;0.417;4;1;96.166;0.473;4;1;92.493;0.451;4;1;60.918;0.462;4;1;103.327;0.414;4;1
CH120004814228;AN;92.854;0.538;12;2;100.829;0.483;12;2;102.768;0.532;12;2;97.378;0.534;12;2;99.884;0.353;12;2;125.976;0.467;12;2;87.138;0.485;12;2;96.902;0.607;12;2;97.08;0.542;12;2;123.991;0.492;12;2;105.353;0.551;12;2;101.491;0.534;12;2;72.991;0.55;12;2;112.335;0.473;12;2
CH120004814617;AN;117.785;0.605;17;3;99.215;0.548;17;3;116.755;0.596;17;3;109.446;0.598;17;3;107.561;0.389;17;3;135.785;0.53;17;3;75.586;0.549;17;3;93.931;0.673;17;3;94.648;0.607;17;3;142.344;0.552;17;3;121.552;0.611;17;3;115.838;0.596;17;3;88.015;0.613;17;3;121.687;0.527;17;3
CH120004815089;AN;102.284;0.41;5;2;98.563;0.365;5;2;99.926;0.412;5;2;105.858;0.412;5;2;101.888;0.284;5;2;130.878;0.356;5;2;86.835;0.369;5;2;85.044;0.471;5;2;94.83;0.418;5;2;120.95;0.383;5;2;100.744;0.437;5;2;101.668;0.418;5;2;67.523;0.431;5;2;104.517;0.374;5;2
CH120004843846;LM;98.358;0.854;51;28;101.17;0.822;51;28;113.195;0.843;51;28;107.015;0.845;51;28;91.311;0.653;51;28;109.523;0.809;51;28;98.272;0.82;51;28;104.354;0.887;51;28;103.91;0.85;51;28;91.058;0.817;51;28;88.415;0.851;51;28;91.908;0.846;51;28;89.047;0.857;51;28;90.216;0.788;51;28
CH120004844119;LM;103.794;0.464;3;3;106.381;0.424;3;3;104.244;0.468;3;3;107.062;0.467;3;3;102.148;0.376;3;3;96.522;0.418;3;3;92.683;0.429;3;3;108.412;0.513;3;3;104.915;0.469;3;3;96.834;0.449;3;3;100.89;0.506;3;3;101.533;0.484;3;3;99.681;0.494;3;3;101.754;0.446;3;3
CH120004844324;LM;81.953;0.479;1;1;100.037;0.429;1;1;98.494;0.478;1;1;106.776;0.479;1;1;91.504;0.331;1;1;93.378;0.417;1;1;103.521;0.433;1;1;108.307;0.544;1;1;101.148;0.485;1;1;84.347;0.445;1;1;82.547;0.502;1;1;84.064;0.483;1;1;87.755;0.497;1;1;85.431;0.432;1;1
CH120004918483;LM;101.866;0.393;6;2;104.59;0.338;6;2;100.664;0.39;6;2;100.47;0.392;6;2;107.542;0.239;6;2;91.712;0.324;6;2;106.455;0.341;6;2;87.685;0.47;6;2;89.608;0.401;6;2;102.867;0.348;6;2;102.949;0.4;6;2;98.754;0.385;6;2;105.216;0.4;6;2;100.956;0.333;6;2
CH120005015471;SI;105.038;0.137;1;1;94.128;0.118;1;1;87.793;0.143;1;1;83.08;0.142;1;1;115.229;0.095;1;1;129.851;0.115;1;1;105.901;0.121;1;1;77.547;0.169;1;1;90.424;0.146;1;1;76.992;0.13;1;1;71.135;0.153;1;1;74.648;0.144;1;1;40.622;0.149;1;1;71.439;0.128;1;1
CH120005052803;SI;118.815;0.082;1;1;108.533;0.068;1;1;78.402;0.085;1;1;78.978;0.085;1;1;124.986;0.052;1;1;130.785;0.065;1;1;105.098;0.07;1;1;85.312;0.108;1;1;90.778;0.088;1;1;81.009;0.074;1;1;74.084;0.088;1;1;78.626;0.083;1;1;41.059;0.087;1;1;73.906;0.072;1;1
CH120005052889;SI;116.41;0.082;1;1;100.886;0.066;1;1;87.959;0.084;1;1;85.398;0.084;1;1;118.773;0.05;1;1;132.897;0.064;1;1;101.648;0.068;1;1;88.943;0.108;1;1;94.055;0.087;1;1;74.198;0.072;1;1;67.859;0.085;1;1;70.869;0.081;1;1;39.264;0.085;1;1;71.023;0.069;1;1
CH120005213631;AN;99.719;0.275;1;1;98.216;0.238;1;1;106.313;0.28;1;1;107.694;0.279;1;1;97.476;0.186;1;1;128.542;0.23;1;1;86.315;0.242;1;1;95.474;0.331;1;1;91.64;0.285;1;1;117.79;0.254;1;1;100.375;0.295;1;1;97.769;0.281;1;1;76.439;0.291;1;1;102.916;0.248;1;1
CH120005443526;CH;118.97;0.342;3;2;95.562;0.292;3;2;112.913;0.341;3;2;107.841;0.342;3;2;95.704;0.209;3;2;100.215;0.28;3;2;99.105;0.295;3;2;106.884;0.414;3;2;96.886;0.352;3;2;107.174;0.303;3;2;111.814;0.35;3;2;107.187;0.336;3;2;94.403;0.35;3;2;95.939;0.29;3;2
CH120005661197;SI;117.124;0.09;1;1;100.767;0.075;1;1;83.441;0.093;1;1;83.168;0.093;1;1;123.166;0.058;1;1;139.605;0.072;1;1;95.178;0.077;1;1;87.103;0.116;1;1;95.497;0.096;1;1;72.617;0.082;1;1;65.86;0.098;1;1;69.103;0.092;1;1;38.324;0.096;1;1;69.925;0.08;1;1
CH120005682772;SI;115.604;0.161;1;1;101.636;0.135;1;1;85.38;0.165;1;1;84.689;0.165;1;1;122.424;0.103;1;1;129.387;0.13;1;1;94.345;0.138;1;1;92.522;0.203;1;1;101.721;0.17;1;1;72.327;0.145;1;1;63.114;0.172;1;1;67.406;0.163;1;1;36.818;0.169;1;1;67.781;0.141;1;1
CH120005855800;LM;110.416;0.332;1;1;106.241;0.295;1;1;98.98;0.338;1;1;101.884;0.337;1;1;112.377;0.242;1;1;93.547;0.288;1;1;110.545;0.3;1;1;102.147;0.383;1;1;90.407;0.341;1;1;87.912;0.316;1;1;92.496;0.364;1;1;91.5;0.346;1;1;91.296;0.356;1;1;100.792;0.312;1;1
CH120005855817;LM;103.542;0.602;10;9;108.75;0.548;10;9;99.621;0.595;10;9;109.255;0.597;10;9;104.97;0.408;10;9;96.568;0.533;10;9;87.988;0.55;10;9;97.935;0.668;10;9;94.438;0.604;10;9;101.045;0.556;10;9;104.326;0.614;10;9;97.045;0.598;10;9;107.126;0.614;10;9;105.001;0.534;10;9
CH120006371057;AN;115.745;0.364;4;1;94.449;0.321;4;1;107.449;0.367;4;1;110.103;0.367;4;1;105.375;0.25;4;1;129.089;0.312;4;1;76.361;0.325;4;1;107.206;0.425;4;1;106.35;0.373;4;1;124.146;0.338;4;1;101.983;0.389;4;1;100.46;0.371;4;1;66.826;0.383;4;1;103.728;0.33;4;1
